	path	cpd	path_class	lipid_core
12384	map01110	C15892	Global_maps	Prenol Lipids [PR]
12385	map01110	C15895	Global_maps	Prenol Lipids [PR]
12386	map01110	C15898	Global_maps	Prenol Lipids [PR]
12387	map01110	C15900	Global_maps	Prenol Lipids [PR]
12388	map01110	C15902	Global_maps	Prenol Lipids [PR]
12389	map01110	C15903	Global_maps	Prenol Lipids [PR]
12390	map01110	C15905	Global_maps	Prenol Lipids [PR]
12391	map01110	C15908	Global_maps	Prenol Lipids [PR]
12392	map01110	C15911	Global_maps	Prenol Lipids [PR]
12393	map01110	C15914	Global_maps	Prenol Lipids [PR]
12396	map01110	C15940	Global_maps	Prenol Lipids [PR]
12397	map01110	C15941	Global_maps	Prenol Lipids [PR]
12398	map01110	C15942	Global_maps	Prenol Lipids [PR]
12399	map01110	C15966	Global_maps	Prenol Lipids [PR]
12400	map01110	C15967	Global_maps	Prenol Lipids [PR]
12401	map01110	C15968	Global_maps	Prenol Lipids [PR]
12403	map01110	C15970	Global_maps	Prenol Lipids [PR]
12405	map01110	C16028	Global_maps	Prenol Lipids [PR]
12410	map01110	C16144	Global_maps	Prenol Lipids [PR]
12411	map01110	C16145	Global_maps	Prenol Lipids [PR]
12412	map01110	C16146	Global_maps	Prenol Lipids [PR]
12413	map01110	C16147	Global_maps	Prenol Lipids [PR]
12416	map01110	C16188	Global_maps	Polyketides [PR]
12420	map01110	C16226	Global_maps	Polyketides [PR]
12430	map01110	C16280	Global_maps	Prenol Lipids [PR]
12432	map01110	C16297	Global_maps	Polyketides [PR]
12433	map01110	C16299	Global_maps	Polyketides [PR]
12434	map01110	C16300	Global_maps	Fatty Acyls [FA]
12435	map01110	C16308	Global_maps	Fatty Acyls [FA]
12436	map01110	C16309	Global_maps	Fatty Acyls [FA]
12437	map01110	C16310	Global_maps	Fatty Acyls [FA]
12438	map01110	C16311	Global_maps	Fatty Acyls [FA]
12439	map01110	C16312	Global_maps	Polyketides [PR]
12441	map01110	C16317	Global_maps	Fatty Acyls [FA]
12442	map01110	C16318	Global_maps	Fatty Acyls [FA]
12443	map01110	C16320	Global_maps	Fatty Acyls [FA]
12444	map01110	C16321	Global_maps	Fatty Acyls [FA]
12445	map01110	C16322	Global_maps	Fatty Acyls [FA]
12450	map01110	C16328	Global_maps	Fatty Acyls [FA]
12453	map01110	C16332	Global_maps	Fatty Acyls [FA]
12456	map01110	C16336	Global_maps	Fatty Acyls [FA]
12462	map01110	C16354	Global_maps	Polyketides [PR]
12483	map01110	C16461	Global_maps	Fatty Acyls [FA]
12484	map01110	C16462	Global_maps	Fatty Acyls [FA]
12493	map01110	C16490	Global_maps	Polyketides [PR]
12520	map01110	C16826	Global_maps	Prenol Lipids [PR]
12521	map01110	C16829	Global_maps	Prenol Lipids [PR]
12523	map01110	C16850	Global_maps	Fatty Acyls [FA]
12635	map01110	C18015	Global_maps	Prenol Lipids [PR]
12636	map01110	C18016	Global_maps	Prenol Lipids [PR]
12639	map01110	C18025	Global_maps	Prenol Lipids [PR]
12640	map01110	C18027	Global_maps	Prenol Lipids [PR]
12677	map01110	C18202	Global_maps	Fatty Acyls [FA]
12678	map01110	C18211	Global_maps	Prenol Lipids [PR]
12681	map01110	C18221	Global_maps	Prenol Lipids [PR]
12682	map01110	C18222	Global_maps	Prenol Lipids [PR]
12683	map01110	C18223	Global_maps	Prenol Lipids [PR]
12684	map01110	C18224	Global_maps	Prenol Lipids [PR]
12685	map01110	C18225	Global_maps	Prenol Lipids [PR]
12686	map01110	C18226	Global_maps	Prenol Lipids [PR]
12687	map01110	C18228	Global_maps	Prenol Lipids [PR]
12688	map01110	C18229	Global_maps	Prenol Lipids [PR]
12694	map01110	C18321	Global_maps	Prenol Lipids [PR]
13293	map01120	C00022	Global_maps	Fatty Acyls [FA]
13294	map01120	C00024	Global_maps	Fatty Acyls [FA]
13297	map01120	C00033	Global_maps	Fatty Acyls [FA]
13298	map01120	C00036	Global_maps	Fatty Acyls [FA]
13301	map01120	C00042	Global_maps	Fatty Acyls [FA]
13313	map01120	C00083	Global_maps	Fatty Acyls [FA]
13320	map01120	C00091	Global_maps	Fatty Acyls [FA]
13324	map01120	C00100	Global_maps	Fatty Acyls [FA]
13334	map01120	C00136	Global_maps	Fatty Acyls [FA]
13342	map01120	C00163	Global_maps	Fatty Acyls [FA]
13343	map01120	C00164	Global_maps	Fatty Acyls [FA]
13349	map01120	C00187	Global_maps	Sterols [ST]
13356	map01120	C00204	Global_maps	Fatty Acyls [FA]
13365	map01120	C00232	Global_maps	Fatty Acyls [FA]
13380	map01120	C00280	Global_maps	Sterols [ST]
13386	map01120	C00322	Global_maps	Fatty Acyls [FA]
13387	map01120	C00332	Global_maps	Fatty Acyls [FA]
13388	map01120	C00334	Global_maps	Fatty Acyls [FA]
13397	map01120	C00430	Global_maps	Fatty Acyls [FA]
13398	map01120	C00431	Global_maps	Fatty Acyls [FA]
13409	map01120	C00511	Global_maps	Fatty Acyls [FA]
13411	map01120	C00527	Global_maps	Fatty Acyls [FA]
13415	map01120	C00535	Global_maps	Sterols [ST]
13429	map01120	C00599	Global_maps	Sterols [ST]
13437	map01120	C00666	Global_maps	Fatty Acyls [FA]
13439	map01120	C00674	Global_maps	Sterols [ST]
13441	map01120	C00682	Global_maps	Fatty Acyls [FA]
13442	map01120	C00683	Global_maps	Fatty Acyls [FA]
13448	map01120	C00827	Global_maps	Fatty Acyls [FA]
13451	map01120	C00846	Global_maps	Fatty Acyls [FA]
13458	map01120	C00877	Global_maps	Fatty Acyls [FA]
13461	map01120	C00894	Global_maps	Fatty Acyls [FA]
13467	map01120	C00989	Global_maps	Fatty Acyls [FA]
13479	map01120	C01036	Global_maps	Fatty Acyls [FA]
13484	map01120	C01061	Global_maps	Fatty Acyls [FA]
13503	map01120	C01216	Global_maps	Fatty Acyls [FA]
13506	map01120	C01227	Global_maps	Sterols [ST]
13509	map01120	C01255	Global_maps	Fatty Acyls [FA]
13539	map01120	C01732	Global_maps	Fatty Acyls [FA]
13544	map01120	C01934	Global_maps	Fatty Acyls [FA]
13553	map01120	C02167	Global_maps	Fatty Acyls [FA]
13572	map01120	C02378	Global_maps	Fatty Acyls [FA]
13576	map01120	C02480	Global_maps	Fatty Acyls [FA]
13584	map01120	C02632	Global_maps	Fatty Acyls [FA]
13593	map01120	C02930	Global_maps	Fatty Acyls [FA]
13615	map01120	C03273	Global_maps	Fatty Acyls [FA]
13621	map01120	C03453	Global_maps	Fatty Acyls [FA]
13624	map01120	C03561	Global_maps	Fatty Acyls [FA]
13628	map01120	C03585	Global_maps	Fatty Acyls [FA]
13636	map01120	C03676	Global_maps	Fatty Acyls [FA]
13637	map01120	C03724	Global_maps	Fatty Acyls [FA]
13641	map01120	C03824	Global_maps	Fatty Acyls [FA]
13643	map01120	C03918	Global_maps	Fatty Acyls [FA]
13649	map01120	C04002	Global_maps	Fatty Acyls [FA]
13654	map01120	C04115	Global_maps	Fatty Acyls [FA]
13661	map01120	C04324	Global_maps	Fatty Acyls [FA]
13663	map01120	C04348	Global_maps	Fatty Acyls [FA]
13689	map01120	C04793	Global_maps	Sterols [ST]
13691	map01120	C04844	Global_maps	Sterols [ST]
13709	map01120	C05668	Global_maps	Fatty Acyls [FA]
13714	map01120	C06002	Global_maps	Fatty Acyls [FA]
13719	map01120	C06035	Global_maps	Fatty Acyls [FA]
13722	map01120	C06103	Global_maps	Fatty Acyls [FA]
13723	map01120	C06104	Global_maps	Fatty Acyls [FA]
13725	map01120	C06142	Global_maps	Fatty Acyls [FA]
13727	map01120	C06201	Global_maps	Fatty Acyls [FA]
13749	map01120	C06551	Global_maps	Fatty Acyls [FA]
13759	map01120	C06575	Global_maps	Prenol Lipids [PR]
13790	map01120	C06614	Global_maps	Fatty Acyls [FA]
13809	map01120	C06715	Global_maps	Fatty Acyls [FA]
13818	map01120	C06749	Global_maps	Fatty Acyls [FA]
13822	map01120	C06755	Global_maps	Fatty Acyls [FA]
13827	map01120	C06762	Global_maps	Fatty Acyls [FA]
13884	map01120	C07635	Global_maps	Sterols [ST]
13923	map01120	C09821	Global_maps	Fatty Acyls [FA]
13932	map01120	C11149	Global_maps	Fatty Acyls [FA]
13938	map01120	C11354	Global_maps	Fatty Acyls [FA]
13966	map01120	C12833	Global_maps	Fatty Acyls [FA]
13968	map01120	C12835	Global_maps	Fatty Acyls [FA]
13982	map01120	C13632	Global_maps	Polyketides [PR]
14029	map01120	C14143	Global_maps	Fatty Acyls [FA]
14031	map01120	C14145	Global_maps	Fatty Acyls [FA]
14147	map01120	C18232	Global_maps	Fatty Acyls [FA]
14151	map01120	C18241	Global_maps	Fatty Acyls [FA]
14298	map01200	C00022	Global_maps	Fatty Acyls [FA]
14299	map01200	C00024	Global_maps	Fatty Acyls [FA]
14302	map01200	C00033	Global_maps	Fatty Acyls [FA]
14303	map01200	C00036	Global_maps	Fatty Acyls [FA]
14306	map01200	C00042	Global_maps	Fatty Acyls [FA]
14313	map01200	C00083	Global_maps	Fatty Acyls [FA]
14315	map01200	C00091	Global_maps	Fatty Acyls [FA]
14317	map01200	C00100	Global_maps	Fatty Acyls [FA]
14325	map01200	C00136	Global_maps	Fatty Acyls [FA]
14336	map01200	C00204	Global_maps	Fatty Acyls [FA]
14342	map01200	C00232	Global_maps	Fatty Acyls [FA]
14352	map01200	C00332	Global_maps	Fatty Acyls [FA]
14365	map01200	C00683	Global_maps	Fatty Acyls [FA]
14366	map01200	C00877	Global_maps	Fatty Acyls [FA]
14367	map01200	C00894	Global_maps	Fatty Acyls [FA]
14370	map01200	C00989	Global_maps	Fatty Acyls [FA]
14383	map01200	C01732	Global_maps	Fatty Acyls [FA]
14385	map01200	C03561	Global_maps	Fatty Acyls [FA]
14390	map01200	C04348	Global_maps	Fatty Acyls [FA]
14399	map01200	C05668	Global_maps	Fatty Acyls [FA]
14410	map01210	C00022	Global_maps	Fatty Acyls [FA]
14413	map01210	C00036	Global_maps	Fatty Acyls [FA]
14421	map01210	C00109	Global_maps	Fatty Acyls [FA]
14423	map01210	C00141	Global_maps	Fatty Acyls [FA]
14429	map01210	C00322	Global_maps	Fatty Acyls [FA]
14430	map01210	C00407	Global_maps	Fatty Acyls [FA]
14435	map01210	C00671	Global_maps	Fatty Acyls [FA]
14439	map01210	C01180	Global_maps	Fatty Acyls [FA]
14443	map01210	C02226	Global_maps	Fatty Acyls [FA]
14444	map01210	C02504	Global_maps	Fatty Acyls [FA]
14452	map01210	C04002	Global_maps	Fatty Acyls [FA]
14454	map01210	C04181	Global_maps	Fatty Acyls [FA]
14456	map01210	C04272	Global_maps	Fatty Acyls [FA]
14463	map01210	C06006	Global_maps	Fatty Acyls [FA]
14464	map01210	C06007	Global_maps	Fatty Acyls [FA]
14465	map01210	C06010	Global_maps	Fatty Acyls [FA]
14474	map01210	C14463	Global_maps	Fatty Acyls [FA]
14544	map01212	C00024	Global_maps	Fatty Acyls [FA]
14545	map01212	C00083	Global_maps	Fatty Acyls [FA]
14546	map01212	C00136	Global_maps	Fatty Acyls [FA]
14547	map01212	C00154	Global_maps	Fatty Acyls [FA]
14549	map01212	C00249	Global_maps	Fatty Acyls [FA]
14550	map01212	C00332	Global_maps	Fatty Acyls [FA]
14551	map01212	C00383	Global_maps	Fatty Acyls [FA]
14552	map01212	C00412	Global_maps	Fatty Acyls [FA]
14553	map01212	C00510	Global_maps	Fatty Acyls [FA]
14554	map01212	C00877	Global_maps	Fatty Acyls [FA]
14558	map01212	C01832	Global_maps	Fatty Acyls [FA]
14559	map01212	C01944	Global_maps	Fatty Acyls [FA]
14561	map01212	C02050	Global_maps	Fatty Acyls [FA]
14562	map01212	C02249	Global_maps	Fatty Acyls [FA]
14563	map01212	C02593	Global_maps	Fatty Acyls [FA]
14564	map01212	C02990	Global_maps	Fatty Acyls [FA]
14566	map01212	C03221	Global_maps	Fatty Acyls [FA]
14579	map01212	C05260	Global_maps	Fatty Acyls [FA]
14580	map01212	C05261	Global_maps	Fatty Acyls [FA]
14581	map01212	C05262	Global_maps	Fatty Acyls [FA]
14582	map01212	C05263	Global_maps	Fatty Acyls [FA]
14584	map01212	C05265	Global_maps	Fatty Acyls [FA]
14585	map01212	C05266	Global_maps	Fatty Acyls [FA]
14586	map01212	C05267	Global_maps	Fatty Acyls [FA]
14587	map01212	C05268	Global_maps	Fatty Acyls [FA]
14588	map01212	C05269	Global_maps	Fatty Acyls [FA]
14589	map01212	C05270	Global_maps	Fatty Acyls [FA]
14590	map01212	C05271	Global_maps	Fatty Acyls [FA]
14591	map01212	C05272	Global_maps	Fatty Acyls [FA]
14592	map01212	C05273	Global_maps	Fatty Acyls [FA]
14593	map01212	C05274	Global_maps	Fatty Acyls [FA]
14594	map01212	C05275	Global_maps	Fatty Acyls [FA]
14595	map01212	C05276	Global_maps	Fatty Acyls [FA]
14597	map01212	C05745	Global_maps	Fatty Acyls [FA]
14598	map01212	C05746	Global_maps	Fatty Acyls [FA]
14599	map01212	C05747	Global_maps	Fatty Acyls [FA]
14600	map01212	C05748	Global_maps	Fatty Acyls [FA]
14601	map01212	C05749	Global_maps	Fatty Acyls [FA]
14602	map01212	C05750	Global_maps	Fatty Acyls [FA]
14603	map01212	C05751	Global_maps	Fatty Acyls [FA]
14604	map01212	C05752	Global_maps	Fatty Acyls [FA]
14605	map01212	C05753	Global_maps	Fatty Acyls [FA]
14606	map01212	C05754	Global_maps	Fatty Acyls [FA]
14607	map01212	C05755	Global_maps	Fatty Acyls [FA]
14608	map01212	C05756	Global_maps	Fatty Acyls [FA]
14609	map01212	C05757	Global_maps	Fatty Acyls [FA]
14610	map01212	C05758	Global_maps	Fatty Acyls [FA]
14611	map01212	C05759	Global_maps	Fatty Acyls [FA]
14612	map01212	C05760	Global_maps	Fatty Acyls [FA]
14614	map01212	C05762	Global_maps	Fatty Acyls [FA]
14615	map01212	C05763	Global_maps	Fatty Acyls [FA]
14616	map01212	C05764	Global_maps	Fatty Acyls [FA]
14633	map01212	C16216	Global_maps	Fatty Acyls [FA]
14646	map01212	C16529	Global_maps	Fatty Acyls [FA]
14666	map01220	C00022	Global_maps	Fatty Acyls [FA]
14667	map01220	C00024	Global_maps	Fatty Acyls [FA]
14668	map01220	C00033	Global_maps	Fatty Acyls [FA]
14669	map01220	C00042	Global_maps	Fatty Acyls [FA]
14673	map01220	C00091	Global_maps	Fatty Acyls [FA]
14674	map01220	C00100	Global_maps	Fatty Acyls [FA]
14680	map01220	C00163	Global_maps	Fatty Acyls [FA]
14689	map01220	C00511	Global_maps	Fatty Acyls [FA]
14691	map01220	C00540	Global_maps	Fatty Acyls [FA]
14696	map01220	C00682	Global_maps	Fatty Acyls [FA]
14700	map01220	C00846	Global_maps	Fatty Acyls [FA]
14726	map01220	C02480	Global_maps	Fatty Acyls [FA]
14731	map01220	C02632	Global_maps	Fatty Acyls [FA]
14744	map01220	C03453	Global_maps	Fatty Acyls [FA]
14762	map01220	C04793	Global_maps	Sterols [ST]
14763	map01220	C04844	Global_maps	Sterols [ST]
14768	map01220	C06103	Global_maps	Fatty Acyls [FA]
14769	map01220	C06104	Global_maps	Fatty Acyls [FA]
14770	map01220	C06142	Global_maps	Fatty Acyls [FA]
14780	map01220	C06575	Global_maps	Prenol Lipids [PR]
14808	map01220	C06749	Global_maps	Fatty Acyls [FA]
14813	map01220	C06762	Global_maps	Fatty Acyls [FA]
14857	map01220	C09821	Global_maps	Fatty Acyls [FA]
14862	map01220	C11354	Global_maps	Fatty Acyls [FA]
14863	map01220	C11397	Global_maps	Prenol Lipids [PR]
14864	map01220	C11398	Global_maps	Prenol Lipids [PR]
14865	map01220	C11402	Global_maps	Prenol Lipids [PR]
14867	map01220	C11405	Global_maps	Fatty Acyls [FA]
14878	map01220	C11936	Global_maps	Fatty Acyls [FA]
14905	map01220	C14143	Global_maps	Fatty Acyls [FA]
14933	map01230	C00022	Global_maps	Fatty Acyls [FA]
14936	map01230	C00036	Global_maps	Fatty Acyls [FA]
14952	map01230	C00109	Global_maps	Fatty Acyls [FA]
14959	map01230	C00141	Global_maps	Fatty Acyls [FA]
14978	map01230	C00322	Global_maps	Fatty Acyls [FA]
14980	map01230	C00407	Global_maps	Fatty Acyls [FA]
14987	map01230	C00666	Global_maps	Fatty Acyls [FA]
14988	map01230	C00671	Global_maps	Fatty Acyls [FA]
15007	map01230	C02504	Global_maps	Fatty Acyls [FA]
15023	map01230	C04002	Global_maps	Fatty Acyls [FA]
15026	map01230	C04272	Global_maps	Fatty Acyls [FA]
15042	map01230	C06006	Global_maps	Fatty Acyls [FA]
15043	map01230	C06007	Global_maps	Fatty Acyls [FA]
15044	map01230	C06010	Global_maps	Fatty Acyls [FA]
15126	map01240	C00022	Global_maps	Fatty Acyls [FA]
15127	map01240	C00024	Global_maps	Fatty Acyls [FA]
15132	map01240	C00036	Global_maps	Fatty Acyls [FA]
15148	map01240	C00083	Global_maps	Fatty Acyls [FA]
15162	map01240	C00141	Global_maps	Fatty Acyls [FA]
15186	map01240	C00322	Global_maps	Fatty Acyls [FA]
15190	map01240	C00341	Global_maps	Prenol Lipids [PR]
15191	map01240	C00376	Global_maps	Prenol Lipids [PR]
15196	map01240	C00430	Global_maps	Fatty Acyls [FA]
15199	map01240	C00473	Global_maps	Prenol Lipids [PR]
15222	map01240	C00882	Global_maps	Fatty Acyls [FA]
15228	map01240	C01037	Global_maps	Fatty Acyls [FA]
15234	map01240	C01092	Global_maps	Fatty Acyls [FA]
15251	map01240	C01944	Global_maps	Fatty Acyls [FA]
15252	map01240	C02059	Global_maps	Prenol Lipids [PR]
15253	map01240	C02094	Global_maps	Prenol Lipids [PR]
15258	map01240	C02477	Global_maps	Prenol Lipids [PR]
15259	map01240	C02483	Global_maps	Prenol Lipids [PR]
15261	map01240	C02656	Global_maps	Fatty Acyls [FA]
15267	map01240	C03033	Global_maps	Sterols [ST]
15272	map01240	C03313	Global_maps	Prenol Lipids [PR]
15284	map01240	C04145	Global_maps	Prenol Lipids [PR]
15300	map01240	C05427	Global_maps	Prenol Lipids [PR]
15301	map01240	C05432	Global_maps	Prenol Lipids [PR]
15305	map01240	C05752	Global_maps	Fatty Acyls [FA]
15315	map01240	C05840	Global_maps	Fatty Acyls [FA]
15332	map01240	C06423	Global_maps	Fatty Acyls [FA]
15353	map01240	C14151	Global_maps	Prenol Lipids [PR]
15444	map01250	C00043	Global_maps	Saccharolipids [SL]
15534	map01250	C11521	Global_maps	Saccharolipids [SL]
15646	map01502	C00022	Drug_resistance_antimicrobial	Fatty Acyls [FA]
15649	map01502	C00043	Drug_resistance_antimicrobial	Saccharolipids [SL]
15658	map01502	C06689	Drug_resistance_antimicrobial	Polyketides [PR]
15685	map01522	C00280	Drug_resistance_antineoplastic	Sterols [ST]
15686	map01522	C00535	Drug_resistance_antineoplastic	Sterols [ST]
15688	map01522	C00951	Drug_resistance_antineoplastic	Sterols [ST]
15769	map02010	C00407	Membrane_transport	Fatty Acyls [FA]
15770	map02010	C00430	Membrane_transport	Fatty Acyls [FA]
15805	map02010	C01946	Membrane_transport	Polyketides [PR]
15828	map02010	C11612	Membrane_transport	Polyketides [PR]
15850	map02020	C00036	Signal transduction	Fatty Acyls [FA]
15852	map02020	C00042	Signal transduction	Fatty Acyls [FA]
15861	map02020	C00164	Signal transduction	Fatty Acyls [FA]
15876	map02020	C05757	Signal transduction	Fatty Acyls [FA]
15879	map02020	C06689	Signal transduction	Polyketides [PR]
15881	map02020	C11612	Signal transduction	Polyketides [PR]
15882	map02020	C11842	Signal transduction	Fatty Acyls [FA]
15883	map02020	C11849	Signal transduction	Fatty Acyls [FA]
15890	map02020	C16665	Signal transduction	Fatty Acyls [FA]
15891	map02020	C18206	Signal transduction	Fatty Acyls [FA]
15901	map02024	C00232	Cellular_community_prokaryotes	Fatty Acyls [FA]
15902	map02024	C00334	Cellular_community_prokaryotes	Fatty Acyls [FA]
15906	map02024	C11837	Cellular_community_prokaryotes	Fatty Acyls [FA]
15907	map02024	C11841	Cellular_community_prokaryotes	Fatty Acyls [FA]
15908	map02024	C11844	Cellular_community_prokaryotes	Fatty Acyls [FA]
15909	map02024	C11845	Cellular_community_prokaryotes	Fatty Acyls [FA]
15915	map02024	C18206	Cellular_community_prokaryotes	Fatty Acyls [FA]
15955	map02025	C11837	Cellular_community_prokaryotes	Fatty Acyls [FA]
15972	map02030	C00716	Cell_motility	Fatty Acyls [FA]
15973	map02060	C00022	Membrane_transport	Fatty Acyls [FA]
16031	map03320	C02165	Endocrine_system	Fatty Acyls [FA]
16032	map03320	C14762	Endocrine_system	Fatty Acyls [FA]
16033	map03320	C14767	Endocrine_system	Fatty Acyls [FA]
16034	map03320	C14776	Endocrine_system	Fatty Acyls [FA]
16035	map03320	C15493	Endocrine_system	Prenol Lipids [PR]
16064	map04020	C06124	Signal transduction	Sphingolipids [SP]
16079	map04024	C00042	Signal transduction	Fatty Acyls [FA]
16087	map04024	C00334	Signal transduction	Fatty Acyls [FA]
16088	map04024	C00416	Signal transduction	Glycerophospholipids [GP]
16091	map04024	C00584	Signal transduction	Fatty Acyls [FA]
16095	map04024	C01089	Signal transduction	Fatty Acyls [FA]
16097	map04024	C01312	Signal transduction	Fatty Acyls [FA]
16113	map04066	C00022	Signal transduction	Fatty Acyls [FA]
16114	map04066	C00024	Signal transduction	Fatty Acyls [FA]
16133	map04070	C00269	Signal transduction	Glycerophospholipids [GP]
16134	map04070	C00416	Signal transduction	Glycerophospholipids [GP]
16135	map04070	C00641	Signal transduction	Glycerolipids [GL]
16137	map04070	C01194	Signal transduction	Glycerophospholipids [GP]
16161	map04071	C00154	Signal transduction	Fatty Acyls [FA]
16163	map04071	C00195	Signal transduction	Sphingolipids [SP]
16165	map04071	C00319	Signal transduction	Sphingolipids [SP]
16168	map04071	C00550	Signal transduction	Sphingolipids [SP]
16169	map04071	C00836	Signal transduction	Sphingolipids [SP]
16172	map04071	C06124	Signal transduction	Sphingolipids [SP]
16173	map04071	C12126	Signal transduction	Sphingolipids [SP]
16178	map04072	C00416	Signal transduction	Glycerophospholipids [GP]
16180	map04072	C00639	Signal transduction	Fatty Acyls [FA]
16181	map04072	C00681	Signal transduction	Glycerophospholipids [GP]
16185	map04072	C06124	Signal transduction	Sphingolipids [SP]
16188	map04075	C00859	Signal transduction	Prenol Lipids [PR]
16194	map04075	C08491	Signal transduction	Fatty Acyls [FA]
16195	map04075	C08814	Signal transduction	Sterols [ST]
16196	map04075	C11864	Signal transduction	Prenol Lipids [PR]
16197	map04075	C18699	Signal transduction	Fatty Acyls [FA]
16208	map04080	C00334	Signaling_molecules_interaction	Fatty Acyls [FA]
16214	map04080	C00584	Signaling_molecules_interaction	Fatty Acyls [FA]
16215	map04080	C00639	Signaling_molecules_interaction	Fatty Acyls [FA]
16216	map04080	C00681	Signaling_molecules_interaction	Glycerophospholipids [GP]
16217	map04080	C00696	Signaling_molecules_interaction	Fatty Acyls [FA]
16218	map04080	C00735	Signaling_molecules_interaction	Sterols [ST]
16221	map04080	C01120	Signaling_molecules_interaction	Sphingolipids [SP]
16222	map04080	C01312	Signaling_molecules_interaction	Fatty Acyls [FA]
16227	map04080	C02165	Signaling_molecules_interaction	Fatty Acyls [FA]
16228	map04080	C02166	Signaling_molecules_interaction	Fatty Acyls [FA]
16229	map04080	C02198	Signaling_molecules_interaction	Fatty Acyls [FA]
16235	map04080	C05951	Signaling_molecules_interaction	Fatty Acyls [FA]
16236	map04080	C05952	Signaling_molecules_interaction	Fatty Acyls [FA]
16237	map04080	C06124	Signaling_molecules_interaction	Sphingolipids [SP]
16238	map04080	C06314	Signaling_molecules_interaction	Fatty Acyls [FA]
16240	map04080	C11695	Signaling_molecules_interaction	Fatty Acyls [FA]
16242	map04080	C12271	Signaling_molecules_interaction	Fatty Acyls [FA]
16243	map04080	C12272	Signaling_molecules_interaction	Fatty Acyls [FA]
16244	map04080	C13856	Signaling_molecules_interaction	Glycerolipids [GL]
16249	map04080	C16512	Signaling_molecules_interaction	Fatty Acyls [FA]
16257	map04114	C00410	Cell_growth_death	Sterols [ST]
16271	map04136	C00350	Transport_catabolism	Glycerophospholipids [GP]
16272	map04136	C01194	Transport_catabolism	Glycerophospholipids [GP]
16274	map04138	C00350	Transport_catabolism	Glycerophospholipids [GP]
16275	map04138	C01194	Transport_catabolism	Glycerophospholipids [GP]
16279	map04140	C00350	Transport_catabolism	Glycerophospholipids [GP]
16280	map04140	C01194	Transport_catabolism	Glycerophospholipids [GP]
16306	map04152	C00022	Signal transduction	Fatty Acyls [FA]
16307	map04152	C00024	Signal transduction	Fatty Acyls [FA]
16309	map04152	C00040	Signal transduction	Fatty Acyls [FA]
16311	map04152	C00083	Signal transduction	Fatty Acyls [FA]
16313	map04152	C00162	Signal transduction	Fatty Acyls [FA]
16315	map04152	C00389	Signal transduction	Polyketides [PR]
16324	map04152	C09731	Signal transduction	Polyketides [PR]
16327	map04210	C00319	Cell_growth_death	Sphingolipids [SP]
16333	map04211	C03582	Aging	Polyketides [PR]
16336	map04211	C07909	Aging	Polyketides [PR]
16340	map04212	C00712	Aging	Fatty Acyls [FA]
16342	map04212	C03582	Aging	Polyketides [PR]
16344	map04212	C07909	Aging	Polyketides [PR]
16349	map04214	C00477	Cell_growth_death	Sterols [ST]
16351	map04216	C00024	Cell_growth_death	Fatty Acyls [FA]
16358	map04216	C00129	Cell_growth_death	Prenol Lipids [PR]
16359	map04216	C00219	Cell_growth_death	Fatty Acyls [FA]
16360	map04216	C00356	Cell_growth_death	Fatty Acyls [FA]
16361	map04216	C00418	Cell_growth_death	Fatty Acyls [FA]
16364	map04216	C02249	Cell_growth_death	Fatty Acyls [FA]
16365	map04216	C02477	Cell_growth_death	Prenol Lipids [PR]
16366	map04216	C11378	Cell_growth_death	Prenol Lipids [PR]
16370	map04216	C16527	Cell_growth_death	Fatty Acyls [FA]
16382	map04217	C00195	Cell_growth_death	Sphingolipids [SP]
16383	map04217	C00219	Cell_growth_death	Fatty Acyls [FA]
16385	map04217	C00319	Cell_growth_death	Sphingolipids [SP]
16386	map04217	C00550	Cell_growth_death	Sphingolipids [SP]
16392	map04218	C07909	Cell_growth_death	Polyketides [PR]
16411	map04270	C00219	Circulatory_system	Fatty Acyls [FA]
16418	map04270	C01312	Circulatory_system	Fatty Acyls [FA]
16419	map04270	C14748	Circulatory_system	Fatty Acyls [FA]
16420	map04270	C14768	Circulatory_system	Fatty Acyls [FA]
16421	map04270	C14769	Circulatory_system	Fatty Acyls [FA]
16422	map04270	C14770	Circulatory_system	Fatty Acyls [FA]
16423	map04270	C14771	Circulatory_system	Fatty Acyls [FA]
16433	map04361	C11695	Development_regeneration	Fatty Acyls [FA]
16438	map04370	C01312	Signal transduction	Fatty Acyls [FA]
16448	map04371	C06124	Signal transduction	Sphingolipids [SP]
16461	map04540	C00681	Cellular_community_eukaryotes	Glycerophospholipids [GP]
16471	map04611	C00219	Immune_system	Fatty Acyls [FA]
16472	map04611	C00427	Immune_system	Fatty Acyls [FA]
16477	map04611	C01312	Immune_system	Fatty Acyls [FA]
16478	map04611	C02198	Immune_system	Fatty Acyls [FA]
16479	map04611	C05956	Immune_system	Fatty Acyls [FA]
16491	map04613	C05151	Immune_system	Prenol Lipids [PR]
16517	map04625	C00584	Immune_system	Fatty Acyls [FA]
16538	map04659	C00777	Immune_system	Prenol Lipids [PR]
16550	map04664	C00219	Immune_system	Fatty Acyls [FA]
16553	map04664	C00696	Immune_system	Fatty Acyls [FA]
16555	map04664	C02166	Immune_system	Fatty Acyls [FA]
16556	map04664	C05951	Immune_system	Fatty Acyls [FA]
16557	map04664	C05952	Immune_system	Fatty Acyls [FA]
16561	map04666	C00219	Immune_system	Fatty Acyls [FA]
16562	map04666	C00416	Immune_system	Glycerophospholipids [GP]
